rome_code,description
J1502,Organise l''activité et coordonne les moyens humains et matériels d''un ou plusieurs services médicaux/paramédicaux selon les orientations de l''établissement et les impératifs de soins des patients.
J1503,"Réalise les soins infirmiers d''anesthésie selon le protocole médical et les règles d''hygiène et d''asepsie et prend en charge la surveillance du patient du début de l''intervention chirurgicale jusqu''à la phase de réveil.
Peut intervenir dans différents domaines (traitement de la douleur, transport sanitaire d''urgence, ...)."
J1504,"Organise la prise en charge de patients en bloc opératoire et apporte une aide technique au praticien tout au long de l''intervention selon le protocole chirurgical et les règles d''hygiène et d''asepsie.
Peut intervenir en hygiène hospitalière, en service de stérilisation centrale, ...
Peut coordonner une équipe."
J1505,"Réalise le suivi sanitaire de divers publics (scolaires, salariés, ...) et mène des actions de dépistage et d''éducation à la santé selon la réglementation sociale et les orientations de Santé Publique."
J1506,"Réalise les soins infirmiers, d''hygiène et de confort selon le protocole médical et les règles d''hygiène et d''asepsie.
Peut coordonner des programmes de soins particuliers (Démarche de Soins Infirmiers -DSI -, Hospitalisation à Domicile -HAD-, ...)
Peut coordonner une équipe ou diriger un cabinet."
J1507,"Organise la prise en charge d''enfants de 0 à 15 ans selon les impératifs médicaux (soins infirmiers, ...) ou les orientations de la structure (halte garderie, crèche, ...).
Peut coordonner une équipe (auxiliaires de puériculture, aides-soignants, assistants maternels, ...), diriger une structure d''accueil."
K1101,"Guide et accompagne le couple ou la famille lors de situations conflictuelles ou de changement familial (séparation, violence, deuil, ...), afin qu''ils élaborent un projet d''entente ou de reconstruction.
Peut informer le public sur des thèmes spécifiques (sexualité, interruption volontaire de grossesse, ...).
Peut diriger un cabinet libéral."
K1102,"Effectue la gestion financière des ressources et l''administration des biens de bénéficiaires d''une mesure de protection juridique (tutelle, curatelle, ...).
Peut effectuer la gestion du patrimoine (mobilier, immobilier, ...) de bénéficiaires.
Peut apporter un appui socioéducatif."
K1103,"Met en place des actions de développement personnel, selon la méthode utilisée, afin de favoriser le bien-être de la personne.
Peut mettre en place des actions de conseil, coaching.
Peut diriger une entreprise."
K1104,"Réalise des actions d''analyse, d''évaluation psychologique et de conseil, selon les besoins des personnes afin de leur apporter un soutien ou une aide psychologique.
Peut réaliser des bilans psychologiques.
Peut mener des actions selon des médiations thérapeutiques spécifiques (art thérapie, musicothérapie, ...).
Peut mettre en place un suivi psychothérapeutique selon des orientations particulières (psychanalytiques, comportementalistes, ...)."
K1201,"Met en oeuvre des dispositifs d''aide sociale afin de favoriser l''insertion sociale ou de prévenir l''exclusion de personnes généralement en difficulté.
Peut proposer un accompagnement éducatif sur la gestion de la vie quotidienne à des familles."
K1202,"Organise et met en place des activités éducatives afin de favoriser l''éveil et le développement de l''enfant, selon les choix pédagogiques de la structure et les règles d''hygiène et de sécurité.
Peut animer un relais d''assistantes maternelles.
Peut organiser le réseau petite enfance au sein d''une collectivité.
Peut coordonner l''activité d''une équipe.
Peut diriger une structure d''accueil de la petite enfance."
K1203,"Organise une activité de production et accompagne dans sa réalisation des personnes handicapées ou en difficultés sociales, afin de favoriser leur adaptation/réadaptation ou insertion professionnelle.
Peut coordonner l''activité d''une équipe."
K1204,"Mène des actions de médiation auprès d''un public ou d''institutions afin de contribuer à renforcer la cohésion sociale. Etablit ou rétablit, par une démarche de médiation, la relation entre des personnes ou une personne et une structure. Contribue à la résolution de situations conflictuelles entre deux parties.
Peut coordonner une équipe de médiateurs sociaux."
K1205,"Mène des actions d''information, de prévention ou de médiation auprès d''un public généralement en difficulté, selon l''orientation de la structure.
Peut réaliser des permanences en téléphonie sociale.
Peut coordonner l''activité d''une équipe."
K1206,"Conçoit des projets d''animation socioculturelle pour le public, les met en place et les coordonne afin de favoriser la communication et le développement du lien social, au sein d''un territoire ou d''une structure.
Peut coordonner l''activité d''une équipe.
Peut diriger une structure."
K1207,"Organise et met en place des actions socioéducatives pour un public en difficulté (enfants, adultes, personnes handicapées, ...) afin de favoriser son insertion ou sa réinsertion sociale.
Peut intervenir dans le cadre de mesures judiciaires.
Peut coordonner l''activité d''une équipe."
K1301,"Aide et accompagne les personnes handicapées ou dépendantes dans la réalisation des actes de la vie quotidienne, afin de favoriser le maintien ou le développement de leur autonomie.
Peut enseigner les techniques de locomotion aux personnes malvoyantes ou non-voyantes."
K1302,"Assiste les personnes dans l''accomplissement des actes de la vie quotidienne (lever, toilette...) et la réalisation des travaux ménagers (cuisine, ménage, courses...) afin de maintenir leur autonomie."
K1303,"Aide les enfants dans la réalisation des actes de la vie quotidienne (habillage, prise de repas...).
Mène avec eux des activités d''éveil (jeux, apprentissage de la vie collective...).
Peut effectuer l''entretien du cadre de vie des enfants."
K1304,"Procède à l''entretien ménager du domicile d''un ou plusieurs particuliers, selon les instructions de la personne ou de la structure employeuse.
Peut effectuer des travaux de grand nettoyage occasionnels ou des activités de services et d''accompagnement auprès de publics (enfants, personnes âgées, ...).
Peut coordonner l''activité du personnel de maison."
K1305,"Organise et réalise des interventions d''aide au domicile des personnes lors de difficultés ponctuelles (surcharge de travail domestique, naissances multiples, décès d''un des parents, séparation, maladie, ...) afin de maintenir ou développer leur autonomie dans la vie quotidienne.
Peut organiser l''accueil et les conditions de séjour de personnes au sein d''une structure d''accueil (maison de retraite, foyer d''hébergement, ...).
Peut coordonner l''activité d''une équipe."
K1401,"Participe à la définition et à la conception des politiques des pouvoirs publics et coordonne les actions de l''Etat dans les services déconcentrés (en région, dans les départements).
Peut contrôler et évaluer la mise en oeuvre des politiques des pouvoirs publics."
K1402,"Conçoit des programmes de prévention, d''éducation de santé publique et met en place des actions de contrôle et d''évaluation du système de santé, selon les impératifs de sécurité sanitaire et la réglementation médicosociale (code de Santé Publique, Code de Sécurité Sociale, ...).
Peut coordonner une équipe, coordonner un réseau d''intervenants."
